symbol	ensg	mapped	log_ppm
ITGB1BP1		False	-0.40450377817442584
GAL	ENSG00000069482	True	-0.40450377817442584
IMMP2L	ENSG00000184903	True	-0.40450377817442584
SHROOM1	ENSG00000164403	True	-0.40450377817442584
ZHX1		False	-0.40450377817442584
PDE4A	ENSG00000065989	True	-0.4056074496245733
MIEF1		False	-0.4056074496245733
PHC1	ENSG00000111752	True	-0.4056074496245733
RADX	ENSG00000147231	True	-0.4067139329795427
PCGF5	ENSG00000180628	True	-0.4067139329795427
COL9A2	ENSG00000049089	True	-0.4067139329795427
CNOT6L	ENSG00000138767	True	-0.4067139329795427
PI4K2B	ENSG00000038210	True	-0.40782324260413316
SPTBN5	ENSG00000137877	True	-0.40782324260413316
PSD3	ENSG00000156011	True	-0.40782324260413316
ADAMTS2	ENSG00000087116	True	-0.40782324260413316
PPFIA2		False	-0.40782324260413316
HERC5	ENSG00000138646	True	-0.40782324260413316
KAT5	ENSG00000172977	True	-0.40782324260413316
CGNL1	ENSG00000128849	True	-0.40782324260413316
BICDL2	ENSG00000162069	True	-0.4089353929735008
SMURF2	ENSG00000108854	True	-0.4089353929735008
SRPK3		False	-0.4089353929735008
ASXL2		False	-0.4089353929735008
CWC25	ENSG00000273559	True	-0.41005039867429227
PRMT6	ENSG00000198890	True	-0.41005039867429227
SEC22A		False	-0.41005039867429227
PKNOX1	ENSG00000160199	True	-0.41005039867429227
PITPNM1	ENSG00000110697	True	-0.41005039867429227
TIFA	ENSG00000145365	True	-0.41116827440579273
GKAP1	ENSG00000165113	True	-0.41116827440579273
TGIF2		False	-0.41116827440579273
YIPF1	ENSG00000058799	True	-0.41116827440579273
PTPRB	ENSG00000127329	True	-0.41116827440579273
SMIM19	ENSG00000176209	True	-0.41116827440579273
TMEM35B	ENSG00000243749	True	-0.4122890349810886
CXCL16	ENSG00000161921	True	-0.4122890349810886
FLVCR2	ENSG00000119686	True	-0.4122890349810886
SULF1	ENSG00000137573	True	-0.4122890349810886
GRK4	ENSG00000125388	True	-0.4122890349810886
RCBTB1		False	-0.4122890349810886
TFR2	ENSG00000106327	True	-0.41341269532824504
PHF1	ENSG00000112511	True	-0.41341269532824504
GPATCH2	ENSG00000092978	True	-0.4145392704914993
WRN	ENSG00000165392	True	-0.4145392704914993
BTN1A1	ENSG00000124557	True	-0.4145392704914993
C12orf73	ENSG00000204954	True	-0.4145392704914993
TSPAN15	ENSG00000099282	True	-0.4145392704914993
ELF4	ENSG00000102034	True	-0.4145392704914993
MFSD6	ENSG00000151690	True	-0.4145392704914993
TRIM11	ENSG00000154370	True	-0.4156687756324692
LRRC14	ENSG00000160959	True	-0.4156687756324692
CDR2	ENSG00000140743	True	-0.41680122603137726
PALM3	ENSG00000187867	True	-0.41793663708829126
C15orf61		False	-0.41793663708829126
KIF2B	ENSG00000141200	True	-0.41793663708829126
APBB1	ENSG00000166313	True	-0.41793663708829126
PRKN	ENSG00000185345	True	-0.4190750243243807
ANGPT1	ENSG00000154188	True	-0.4190750243243807
CRISP1	ENSG00000124812	True	-0.4190750243243807
PTGER1		False	-0.4190750243243807
SGSM3	ENSG00000100359	True	-0.42021640338318983
SPICE1	ENSG00000163611	True	-0.42021640338318983
USP1	ENSG00000162607	True	-0.42021640338318983
RUNX2	ENSG00000124813	True	-0.42021640338318983
TRUB2	ENSG00000167112	True	-0.42021640338318983
NOVA2	ENSG00000104967	True	-0.42021640338318983
DUSP27		False	-0.42021640338318983
TMEM123		False	-0.42021640338318983
TOR2A	ENSG00000160404	True	-0.42021640338318983
IQSEC2		False	-0.42021640338318983
TRIM71	ENSG00000206557	True	-0.42136079003192767
NTS	ENSG00000133636	True	-0.42136079003192767
PHACTR1	ENSG00000112137	True	-0.42136079003192767
SESTD1	ENSG00000187231	True	-0.42136079003192767
KCTD2		False	-0.4225082001627747
PTP4A3	ENSG00000184489	True	-0.4225082001627747
ZNF280C	ENSG00000056277	True	-0.4225082001627747
PEX6	ENSG00000124587	True	-0.4225082001627747
UPRT	ENSG00000094841	True	-0.4225082001627747
GKN2	ENSG00000183607	True	-0.4225082001627747
SFR1	ENSG00000156384	True	-0.4225082001627747
RPS6KC1	ENSG00000136643	True	-0.4225082001627747
GPS2	ENSG00000132522	True	-0.42365864979420714
OSCP1	ENSG00000116885	True	-0.42365864979420714
CCDC9B	ENSG00000188549	True	-0.42481215507233894
HDAC10	ENSG00000100429	True	-0.42481215507233894
TAC4		False	-0.42481215507233894
ENSP00000496817		False	-0.42481215507233894
FGD1	ENSG00000102302	True	-0.42481215507233894
ASPA	ENSG00000108381	True	-0.42596873227228116
LTBR	ENSG00000111321	True	-0.42596873227228116
FRK	ENSG00000111816	True	-0.42712839779951983
ABITRAM	ENSG00000119328	True	-0.42712839779951983
LTA	ENSG00000226979	True	-0.42712839779951983
MUC21	ENSG00000204544	True	-0.42712839779951983
TTL		False	-0.42712839779951983
SNX21	ENSG00000124104	True	-0.42712839779951983
NHSL1	ENSG00000135540	True	-0.4282911681913124
HOXD11		False	-0.4282911681913124
GTF2H5		False	-0.4282911681913124
MEGF10		False	-0.4282911681913124
FGD2	ENSG00000146192	True	-0.4282911681913124
ZNF292	ENSG00000188994	True	-0.4282911681913124
KDELR3	ENSG00000100196	True	-0.4282911681913124
ZNF512B	ENSG00000196700	True	-0.4294570601181025
PHLDA3	ENSG00000174307	True	-0.4294570601181025
SPATA9	ENSG00000145757	True	-0.4294570601181025
STYX	ENSG00000198252	True	-0.4294570601181025
CETN1	ENSG00000177143	True	-0.4294570601181025
MAMDC2	ENSG00000165072	True	-0.4294570601181025
CDK5RAP1		False	-0.43062609038495414
CARD8	ENSG00000105483	True	-0.43062609038495414
CDK19	ENSG00000155111	True	-0.43062609038495414
TYRP1	ENSG00000107165	True	-0.43062609038495414
AKAP5	ENSG00000179841	True	-0.43062609038495414
LCE2C		False	-0.43062609038495414
TAL1	ENSG00000162367	True	-0.43062609038495414
BIRC2	ENSG00000110330	True	-0.431798275933005
SIRT7	ENSG00000187531	True	-0.431798275933005
DMXL2	ENSG00000104093	True	-0.431798275933005
LCE2D		False	-0.431798275933005
ENSP00000481571		False	-0.431798275933005
COL8A2	ENSG00000171812	True	-0.431798275933005
NKIRAS1	ENSG00000197885	True	-0.4329736338409396
IGSF3	ENSG00000143061	True	-0.4329736338409396
BEGAIN		False	-0.4329736338409396
SLC6A15	ENSG00000072041	True	-0.4329736338409396
SEPSECS		False	-0.4329736338409396
SLC28A1	ENSG00000156222	True	-0.4329736338409396
PGAP6	ENSG00000129925	True	-0.43415218132648237
SNX33	ENSG00000173548	True	-0.43415218132648237
DCBLD1	ENSG00000164465	True	-0.43415218132648237
SERGEF	ENSG00000129158	True	-0.43415218132648237
KLF5	ENSG00000102554	True	-0.43415218132648237
CDH3	ENSG00000062038	True	-0.43415218132648237
CTAGE1	ENSG00000212710	True	-0.43415218132648237
KRTAP4-3		False	-0.4353339357479107
PAPPA2	ENSG00000116183	True	-0.4353339357479107
MFSD12	ENSG00000161091	True	-0.43651891460558934
GRAMD1A	ENSG00000089351	True	-0.43651891460558934
BACH1	ENSG00000156273	True	-0.4377071355435253
ATP9A	ENSG00000054793	True	-0.4377071355435253
COL23A1	ENSG00000050767	True	-0.4377071355435253
CSAD	ENSG00000139631	True	-0.4377071355435253
PAX6	ENSG00000007372	True	-0.438898616350944
SCAP	ENSG00000114650	True	-0.438898616350944
CR1	ENSG00000203710	True	-0.4400933749638875
SYNPR	ENSG00000163630	True	-0.4400933749638875
OGFRL1		False	-0.4400933749638875
AHDC1	ENSG00000126705	True	-0.4400933749638875
ZNF395	ENSG00000186918	True	-0.4400933749638875
SLC34A2	ENSG00000157765	True	-0.4400933749638875
RAD21L1	ENSG00000244588	True	-0.4400933749638875
PLEKHA3	ENSG00000116095	True	-0.4412914294668343
PAFAH2	ENSG00000158006	True	-0.4412914294668343
PIAS2	ENSG00000078043	True	-0.4424927980943421
MYO5C	ENSG00000128833	True	-0.4424927980943421
RARA		False	-0.4424927980943421
NFATC3		False	-0.4424927980943421
TCAF2	ENSG00000170379	True	-0.4424927980943421
XXYLT1		False	-0.44369749923271273
CDH6	ENSG00000113361	True	-0.44369749923271273
PRXL2C	ENSG00000158122	True	-0.44369749923271273
DOCK6	ENSG00000130158	True	-0.44369749923271273
ENSP00000498126		False	-0.44490555142168087
PATE1	ENSG00000171053	True	-0.44490555142168087
CASTOR2	ENSG00000274070	True	-0.44490555142168087
MAN2A2		False	-0.44490555142168087
CPEB4		False	-0.44490555142168087
TKTL1	ENSG00000007350	True	-0.44611697335612566
SLC30A6	ENSG00000152683	True	-0.44611697335612566
MIS18A	ENSG00000159055	True	-0.44611697335612566
WWC1	ENSG00000113645	True	-0.44611697335612566
MAP4K3	ENSG00000011566	True	-0.44611697335612566
ZFP42	ENSG00000179059	True	-0.44611697335612566
SGK3	ENSG00000104205	True	-0.44611697335612566
R3HCC1	ENSG00000104679	True	-0.4473317838878068
SMG5		False	-0.4473317838878068
LRRC58	ENSG00000163428	True	-0.4473317838878068
SHROOM2	ENSG00000146950	True	-0.4473317838878068
SCARF2	ENSG00000244486	True	-0.4473317838878068
GNGT2	ENSG00000167083	True	-0.4473317838878068
RGS13	ENSG00000127074	True	-0.4473317838878068
CRISPLD1	ENSG00000121005	True	-0.4473317838878068
DIP2A	ENSG00000160305	True	-0.44855000202712486
FBXL8	ENSG00000135722	True	-0.44855000202712486
CD22	ENSG00000012124	True	-0.44855000202712486
FBXO44	ENSG00000132879	True	-0.44855000202712486
GPRIN1	ENSG00000169258	True	-0.44855000202712486
ZNF131	ENSG00000172262	True	-0.44855000202712486
FBXL12	ENSG00000127452	True	-0.44855000202712486
FAM193A	ENSG00000125386	True	-0.44977164694490596
UGT1A6	ENSG00000167165	True	-0.44977164694490596
SMIM24	ENSG00000095932	True	-0.44977164694490596
UBE2Q2		False	-0.44977164694490596
USP42		False	-0.44977164694490596
SGIP1	ENSG00000118473	True	-0.44977164694490596
CLEC14A	ENSG00000176435	True	-0.44977164694490596
UPF3A	ENSG00000169062	True	-0.4509967379742122
P3H2	ENSG00000090530	True	-0.4509967379742122
DACH1	ENSG00000276644	True	-0.4509967379742122
DPP8	ENSG00000074603	True	-0.4522252946121775
DNAJC15		False	-0.4522252946121775
TSPAN33	ENSG00000158457	True	-0.4522252946121775
NOL4L	ENSG00000197183	True	-0.4522252946121775
UBTD2	ENSG00000168246	True	-0.453457336521869
PDGFRL		False	-0.453457336521869
FCMR	ENSG00000162894	True	-0.453457336521869
NINJ2		False	-0.453457336521869
CYB5R4	ENSG00000065615	True	-0.453457336521869
ARHGAP22	ENSG00000128805	True	-0.4546928835341759
COQ10B	ENSG00000115520	True	-0.4546928835341759
MMP15	ENSG00000102996	True	-0.4559319556497244
NLRP13	ENSG00000173572	True	-0.4559319556497244
TEX30	ENSG00000151287	True	-0.4559319556497244
REEP1	ENSG00000068615	True	-0.4559319556497244
RASIP1	ENSG00000105538	True	-0.4559319556497244
GRPEL2	ENSG00000164284	True	-0.4559319556497244
MRS2	ENSG00000124532	True	-0.4559319556497244
RHBDD1	ENSG00000144468	True	-0.4559319556497244
RSPO3	ENSG00000146374	True	-0.45717457304082015
ERP27	ENSG00000139055	True	-0.45717457304082015
ZNF511	ENSG00000198546	True	-0.45717457304082015
ARHGAP19	ENSG00000213390	True	-0.4584207560534191
ANTXR2		False	-0.4584207560534191
TSEN54	ENSG00000182173	True	-0.4596705252091263
WIPI1	ENSG00000070540	True	-0.4596705252091263
RALGAPA2	ENSG00000188559	True	-0.4596705252091263
MRAS	ENSG00000158186	True	-0.4596705252091263
BAP1	ENSG00000163930	True	-0.4596705252091263
FCHSD2	ENSG00000137478	True	-0.46092390120722343
AQP2	ENSG00000167580	True	-0.46092390120722343
POMGNT2	ENSG00000144647	True	-0.46092390120722343
SOX9	ENSG00000125398	True	-0.46092390120722343
LPIN2	ENSG00000101577	True	-0.46092390120722343
ENSP00000498010		False	-0.46092390120722343
ARHGAP31	ENSG00000031081	True	-0.46092390120722343
NEPRO		False	-0.46092390120722343
SLC37A4	ENSG00000137700	True	-0.46092390120722343
INHA	ENSG00000123999	True	-0.46092390120722343
BBS2	ENSG00000125124	True	-0.46092390120722343
IL1B		False	-0.4621809049267259
PHOX2A	ENSG00000165462	True	-0.4621809049267259
PTPN13	ENSG00000163629	True	-0.4621809049267259
MBD4	ENSG00000129071	True	-0.4621809049267259
FCRL3	ENSG00000160856	True	-0.4621809049267259
ZBTB11	ENSG00000066422	True	-0.4621809049267259
KRTAP19-5		False	-0.4621809049267259
SLC8A2	ENSG00000118160	True	-0.46344155742846993
H0Y980_HUMAN		False	-0.46344155742846993
GLI2	ENSG00000074047	True	-0.46344155742846993
CACNB2	ENSG00000165995	True	-0.46344155742846993
HERC1	ENSG00000103657	True	-0.46344155742846993
RBL2	ENSG00000103479	True	-0.46344155742846993
PIK3CB	ENSG00000051382	True	-0.46470587995722945
MAK		False	-0.46470587995722945
ARID4A		False	-0.46470587995722945
FAM104A	ENSG00000133193	True	-0.46470587995722945
GAGE12H	ENSG00000224902	True	-0.46597389394386496
C16orf87	ENSG00000155330	True	-0.46597389394386496
MTNR1A		False	-0.46597389394386496
MB21D2	ENSG00000180611	True	-0.46597389394386496
FCRL5		False	-0.4672456210075022
CUL7	ENSG00000044090	True	-0.4672456210075022
K7EMI3_HUMAN		False	-0.4672456210075022
PCNT	ENSG00000160299	True	-0.4672456210075022
ZHX3		False	-0.4672456210075022
TMEM41A	ENSG00000163900	True	-0.46852108295774486
C5orf15	ENSG00000113583	True	-0.46852108295774486
GPATCH1	ENSG00000076650	True	-0.46852108295774486
JMY	ENSG00000152409	True	-0.46852108295774486
HIF1A	ENSG00000100644	True	-0.46852108295774486
APOBEC3A	ENSG00000128383	True	-0.46852108295774486
BEX5	ENSG00000184515	True	-0.4698003017969178
USP40	ENSG00000085982	True	-0.4698003017969178
MYPN	ENSG00000138347	True	-0.4698003017969178
SLC39A5		False	-0.4698003017969178
EFS	ENSG00000100842	True	-0.47108329972234525
MARVELD1		False	-0.47108329972234525
STEAP1	ENSG00000164647	True	-0.47108329972234525
DLGAP1		False	-0.47108329972234525
ITPKC	ENSG00000086544	True	-0.47108329972234525
FEZ2	ENSG00000171055	True	-0.47108329972234525
OXLD1	ENSG00000204237	True	-0.47108329972234525
PLCL1	ENSG00000115896	True	-0.47237009912866135
PPTC7	ENSG00000196850	True	-0.47237009912866135
VAX2		False	-0.47237009912866135
SLC39A9	ENSG00000029364	True	-0.47237009912866135
CLEC16A	ENSG00000038532	True	-0.4736607226101559
UTF1	ENSG00000171794	True	-0.4736607226101559
KLK8	ENSG00000129455	True	-0.4736607226101559
DROSHA		False	-0.4736607226101559
DNAJB9	ENSG00000128590	True	-0.4736607226101559
FAM111B	ENSG00000189057	True	-0.4736607226101559
WDR83	ENSG00000123154	True	-0.4736607226101559
MAP11		False	-0.47495519296315475
CBFA2T2	ENSG00000078699	True	-0.47495519296315475
PEG3	ENSG00000198300	True	-0.47495519296315475
LIX1L		False	-0.47495519296315475
NSMAF	ENSG00000035681	True	-0.4762535331884355
SPATA31D1	ENSG00000214929	True	-0.4762535331884355
PAPOLG	ENSG00000115421	True	-0.4762535331884355
STRA6	ENSG00000137868	True	-0.4762535331884355
C11orf87	ENSG00000185742	True	-0.4762535331884355
FNDC1	ENSG00000164694	True	-0.4762535331884355
MPP3	ENSG00000161647	True	-0.4775557664936801
USP6NL	ENSG00000148429	True	-0.4775557664936801
CARD11	ENSG00000198286	True	-0.4775557664936801
CCDC125	ENSG00000183323	True	-0.4775557664936801
KRTAP4-9		False	-0.4775557664936801
FAM110A	ENSG00000125898	True	-0.4775557664936801
FLCN	ENSG00000154803	True	-0.4775557664936801
RPUSD4	ENSG00000165526	True	-0.4775557664936801
CYP11B2	ENSG00000179142	True	-0.4775557664936801
RTL8B		False	-0.4788619162959637
SLC25A42	ENSG00000181035	True	-0.4788619162959637
TLCD1	ENSG00000160606	True	-0.4788619162959637
HPCAL4		False	-0.4788619162959637
PFKFB4	ENSG00000114268	True	-0.4788619162959637
ATR		False	-0.4788619162959637
PDE10A	ENSG00000112541	True	-0.48017200622428124
ANKIB1	ENSG00000001629	True	-0.48017200622428124
TONSL	ENSG00000160949	True	-0.48017200622428124
CHST14	ENSG00000169105	True	-0.48017200622428124
DNAJC6	ENSG00000116675	True	-0.48017200622428124
PCDH12	ENSG00000113555	True	-0.48017200622428124
TMEM25	ENSG00000149582	True	-0.4814860601221125
NFATC1	ENSG00000131196	True	-0.4814860601221125
CPEB3		False	-0.4814860601221125
CEACAM7	ENSG00000007306	True	-0.4814860601221125
YEATS2	ENSG00000163872	True	-0.4814860601221125
M0QYU9_HUMAN		False	-0.4814860601221125
SRGAP3	ENSG00000196220	True	-0.4814860601221125
RRN3	ENSG00000085721	True	-0.4814860601221125
ASB6	ENSG00000148331	True	-0.4814860601221125
ADGRF5		False	-0.48280410205002566
PJA2	ENSG00000198961	True	-0.48280410205002566
ATRIP	ENSG00000164053	True	-0.48280410205002566
ROGDI	ENSG00000067836	True	-0.48280410205002566
DDX11	ENSG00000013573	True	-0.4841261562883209
OLR1		False	-0.4841261562883209
WDR59	ENSG00000103091	True	-0.4841261562883209
MAPK6	ENSG00000069956	True	-0.4841261562883209
ZMAT3	ENSG00000172667	True	-0.4841261562883209
SMOC1	ENSG00000198732	True	-0.4841261562883209
ACOT12		False	-0.4841261562883209
WWC3	ENSG00000047644	True	-0.4854522473397139
GGT7	ENSG00000131067	True	-0.4854522473397139
HMGCR	ENSG00000113161	True	-0.4854522473397139
PTPRN2	ENSG00000155093	True	-0.4854522473397139
OPTC	ENSG00000188770	True	-0.4854522473397139
IL13RA1		False	-0.4854522473397139
XIRP2	ENSG00000163092	True	-0.4854522473397139
INO80C	ENSG00000153391	True	-0.48678239993206096
JMJD7	ENSG00000243789	True	-0.48678239993206096
DPP6	ENSG00000130226	True	-0.48678239993206096
CDNF	ENSG00000185267	True	-0.48678239993206096
RHBDF2	ENSG00000129667	True	-0.4881166390211256
JADE2	ENSG00000043143	True	-0.4881166390211256
DHX32	ENSG00000089876	True	-0.4881166390211256
SLC16A7	ENSG00000118596	True	-0.4881166390211256
ZNFX1	ENSG00000124201	True	-0.4881166390211256
VANGL2	ENSG00000162738	True	-0.4881166390211256
GLYCTK	ENSG00000168237	True	-0.4881166390211256
SOX6	ENSG00000110693	True	-0.4881166390211256
KRTAP4-7		False	-0.48945498979338786
CDC25B	ENSG00000101224	True	-0.48945498979338786
NEMP1	ENSG00000166881	True	-0.48945498979338786
SSH1	ENSG00000084112	True	-0.48945498979338786
DUSP11		False	-0.48945498979338786
APOBEC3D	ENSG00000243811	True	-0.4907974776688971
ENSP00000370980		False	-0.4907974776688971
COL7A1	ENSG00000114270	True	-0.4907974776688971
TRNAU1AP	ENSG00000180098	True	-0.4907974776688971
GLRX2	ENSG00000023572	True	-0.4907974776688971
GYS2	ENSG00000111713	True	-0.4921441283041691
HRK	ENSG00000135116	True	-0.4921441283041691
CDS1	ENSG00000163624	True	-0.4921441283041691
RNF13	ENSG00000082996	True	-0.4921441283041691
CSGALNACT2	ENSG00000169826	True	-0.4921441283041691
OSTM1	ENSG00000081087	True	-0.4921441283041691
CHKA	ENSG00000110721	True	-0.4934949675951279
AMT	ENSG00000145020	True	-0.4934949675951279
KCTD7		False	-0.4934949675951279
NEIL2		False	-0.4934949675951279
TMEM50B	ENSG00000142188	True	-0.4934949675951279
ZNF335		False	-0.4934949675951279
EPHB3	ENSG00000182580	True	-0.4934949675951279
CCND1	ENSG00000110092	True	-0.494850021680094
PARD3B	ENSG00000116117	True	-0.494850021680094
LIPT2	ENSG00000175536	True	-0.494850021680094
BEND3	ENSG00000178409	True	-0.494850021680094
STARD3	ENSG00000131748	True	-0.494850021680094
ZMIZ1	ENSG00000108175	True	-0.494850021680094
RANBP17	ENSG00000204764	True	-0.4962093169428189
AKNA		False	-0.4975728800155673
IL1RL1	ENSG00000115602	True	-0.4975728800155673
HECTD4	ENSG00000173064	True	-0.4975728800155673
DVL1	ENSG00000107404	True	-0.4975728800155673
E2F4		False	-0.4975728800155673
MLXIPL		False	-0.4975728800155673
SLC39A8	ENSG00000138821	True	-0.4975728800155673
CNNM4	ENSG00000158158	True	-0.4975728800155673
USP20	ENSG00000136878	True	-0.4989407377822485
TOP3A	ENSG00000177302	True	-0.4989407377822485
ZNF711	ENSG00000147180	True	-0.4989407377822485
PLEKHB2	ENSG00000115762	True	-0.4989407377822485
PPFIA4	ENSG00000143847	True	-0.4989407377822485
TRAF3IP1	ENSG00000204104	True	-0.4989407377822485
FAM3B	ENSG00000183844	True	-0.4989407377822485
ADCY6	ENSG00000174233	True	-0.4989407377822485
C2CD2	ENSG00000157617	True	-0.4989407377822485
ULBP2	ENSG00000131015	True	-0.4989407377822485
ARHGEF40	ENSG00000165801	True	-0.4989407377822485
GADD45G	ENSG00000130222	True	-0.5003129173815962
MSL3	ENSG00000005302	True	-0.5003129173815962
IDO1	ENSG00000131203	True	-0.5003129173815962
CR1L	ENSG00000197721	True	-0.5003129173815962
KRTCAP3	ENSG00000157992	True	-0.5003129173815962
HDGFL1	ENSG00000112273	True	-0.5003129173815962
CTSE	ENSG00000196188	True	-0.5003129173815962
CPXM2	ENSG00000121898	True	-0.5003129173815962
APC	ENSG00000134982	True	-0.5003129173815962
ULK1		False	-0.5016894462103995
CD79B	ENSG00000007312	True	-0.5016894462103995
SPG11	ENSG00000104133	True	-0.5016894462103995
GFOD1	ENSG00000145990	True	-0.5016894462103995
DTX3	ENSG00000178498	True	-0.5016894462103995
AMMECR1	ENSG00000101935	True	-0.5016894462103995
NBPF4	ENSG00000196427	True	-0.5016894462103995
CD180	ENSG00000134061	True	-0.5016894462103995
PTOV1	ENSG00000104960	True	-0.5030703519267851
LAMP3	ENSG00000078081	True	-0.5030703519267851
EBPL	ENSG00000123179	True	-0.5030703519267851
B4GALT3	ENSG00000158850	True	-0.5030703519267851
FCHSD1	ENSG00000197948	True	-0.5030703519267851
PPP5D1		False	-0.5030703519267851
CASKIN1	ENSG00000167971	True	-0.5030703519267851
MGRN1	ENSG00000102858	True	-0.5030703519267851
CLTRN	ENSG00000147003	True	-0.5044556624535516
CD1B	ENSG00000158485	True	-0.5044556624535516
WNK4	ENSG00000126562	True	-0.5044556624535516
ENSP00000497072		False	-0.5044556624535516
CWF19L2	ENSG00000152404	True	-0.5058454059815573
JDP2	ENSG00000140044	True	-0.5058454059815573
PIEZO1	ENSG00000103335	True	-0.5058454059815573
BNIPL		False	-0.5058454059815573
CDCP1	ENSG00000163814	True	-0.5072396109731625
KANK3	ENSG00000186994	True	-0.5072396109731625
PLEKHS1		False	-0.5072396109731625
PIAS4	ENSG00000105229	True	-0.5072396109731625
SCAI	ENSG00000173611	True	-0.5072396109731625
ARMCX1	ENSG00000126947	True	-0.5072396109731625
CDK2AP2	ENSG00000167797	True	-0.5072396109731625
EIF4E1B	ENSG00000175766	True	-0.5072396109731625
SLC13A3	ENSG00000158296	True	-0.5086383061657274
COL16A1		False	-0.5086383061657274
FGGY		False	-0.5086383061657274
LCE4A		False	-0.5086383061657274
KRTAP4-11		False	-0.5086383061657274
LDOC1	ENSG00000182195	True	-0.5086383061657274
GLI3	ENSG00000106571	True	-0.5086383061657274
KCTD9		False	-0.5086383061657274
PTAR1	ENSG00000188647	True	-0.5100415205751654
SCUBE2	ENSG00000175356	True	-0.5100415205751654
C1orf43	ENSG00000143612	True	-0.5100415205751654
SCML4	ENSG00000146285	True	-0.5100415205751654
DIPK2A	ENSG00000181744	True	-0.5100415205751654
EIF4E3	ENSG00000163412	True	-0.5100415205751654
TTC39A	ENSG00000085831	True	-0.5100415205751654
TTC39B		False	-0.5100415205751654
KRTAP7-1		False	-0.5100415205751654
UNC13B	ENSG00000198722	True	-0.5100415205751654
KANK4	ENSG00000132854	True	-0.5100415205751654
PCGF2	ENSG00000277258	True	-0.5114492834995558
KPTN	ENSG00000118162	True	-0.5114492834995558
UMAD1	ENSG00000219545	True	-0.5114492834995558
DENND1B	ENSG00000213047	True	-0.5114492834995558
CDCA7		False	-0.5114492834995558
BICRA	ENSG00000063169	True	-0.5114492834995558
NUDT6	ENSG00000170917	True	-0.5128616245228135
CMTM4	ENSG00000183723	True	-0.5128616245228135
SPINK2	ENSG00000128040	True	-0.5128616245228135
ACD	ENSG00000102977	True	-0.5128616245228135
LIME1	ENSG00000203896	True	-0.5128616245228135
GGTLC1	ENSG00000149435	True	-0.51427857351842
UGT2B15	ENSG00000196620	True	-0.51427857351842
RAD51B	ENSG00000182185	True	-0.51427857351842
LAPTM4A	ENSG00000068697	True	-0.51427857351842
JMJD1C	ENSG00000171988	True	-0.51427857351842
USP54	ENSG00000166348	True	-0.51427857351842
MYO19	ENSG00000278259	True	-0.51427857351842
FOXC2		False	-0.5157001606532142
CRTAM		False	-0.5157001606532142
PPP1R1A	ENSG00000135447	True	-0.5157001606532142
CNKSR3	ENSG00000153721	True	-0.5157001606532142
ACRV1	ENSG00000134940	True	-0.5157001606532142
SSBP4		False	-0.5157001606532142
ABRAXAS1	ENSG00000163322	True	-0.5157001606532142
MLIP	ENSG00000146147	True	-0.5157001606532142
C19orf12	ENSG00000131943	True	-0.5171264163912462
UGT2B17	ENSG00000197888	True	-0.5171264163912462
GIMAP6	ENSG00000133561	True	-0.5171264163912462
MBIP	ENSG00000151332	True	-0.5171264163912462
WDFY4	ENSG00000128815	True	-0.5171264163912462
PHF20L1	ENSG00000129292	True	-0.5171264163912462
CPA2	ENSG00000158516	True	-0.5171264163912462
SLC49A4		False	-0.518557371497695
C11orf52	ENSG00000149300	True	-0.518557371497695
TRIQK		False	-0.518557371497695
TEAD2		False	-0.5199930570428494
RMDN2	ENSG00000115841	True	-0.5199930570428494
SLC35C2	ENSG00000080189	True	-0.5199930570428494
MRGPRF	ENSG00000172935	True	-0.5199930570428494
CXCL10		False	-0.5199930570428494
TRAF5	ENSG00000082512	True	-0.5199930570428494
TRIM59	ENSG00000213186	True	-0.5199930570428494
ORC1	ENSG00000085840	True	-0.5199930570428494
TBATA		False	-0.5199930570428494
ACOT11	ENSG00000162390	True	-0.5214335044061567
DACT3	ENSG00000197380	True	-0.5214335044061567
HEPH	ENSG00000089472	True	-0.5214335044061567
UBR3	ENSG00000144357	True	-0.5214335044061567
POC1B-GALNT4		False	-0.5214335044061567
SAMD9L	ENSG00000177409	True	-0.5214335044061567
RNASEH1	ENSG00000171865	True	-0.5228787452803376
BCL3	ENSG00000069399	True	-0.5228787452803376
ASPM		False	-0.5228787452803376
AP5Z1	ENSG00000242802	True	-0.5228787452803376
SHC4		False	-0.5228787452803376
CASP5		False	-0.5243288116755703
RFLNA	ENSG00000178882	True	-0.5243288116755703
HIC1	ENSG00000177374	True	-0.5243288116755703
NAV2	ENSG00000166833	True	-0.5257837359237448
HBQ1	ENSG00000086506	True	-0.5257837359237448
TOX	ENSG00000198846	True	-0.5257837359237448
KCTD8	ENSG00000183783	True	-0.5257837359237448
GALNT4		False	-0.5257837359237448
CCDC34	ENSG00000109881	True	-0.5257837359237448
CABLES1		False	-0.5257837359237448
WDCP	ENSG00000163026	True	-0.5257837359237448
F2RL3		False	-0.5272435506827877
KIAA0040	ENSG00000235750	True	-0.5272435506827877
MSANTD3		False	-0.5272435506827877
CD164	ENSG00000135535	True	-0.5272435506827877
CT45A1	ENSG00000268940	True	-0.5272435506827877
ZCCHC7	ENSG00000147905	True	-0.5272435506827877
SKAP1	ENSG00000141293	True	-0.5287082889410615
KIF18B	ENSG00000186185	True	-0.5287082889410615
TCEAL7	ENSG00000182916	True	-0.5287082889410615
STC1	ENSG00000159167	True	-0.5287082889410615
PLXDC1	ENSG00000161381	True	-0.5287082889410615
